Customer ID,Geography ID,First Name,Last Name,Birth Date,Birth Year,Marital Status,Gender,Email Address,Annual Income,Total Children,Education Level,Occupation,Home Owner,Full Name,Is Parent?,City
14661,56,Jade,Ward,04-10-1963,1963,M,Female,jade9@adventure-works.com,60000,1,Bachelors,Professional,Yes,Jade Ward,Yes,Newton
14662,315,Jack,Ross,06-11-1963,1963,M,Male,jack4@adventure-works.com,60000,1,Bachelors,Professional,Yes,Jack Ross,Yes,Downey
14663,310,Arturo,Hu,02-04-1964,1964,M,Male,arturo22@adventure-works.com,70000,5,Bachelors,Professional,Yes,Arturo Hu,Yes,Colma
14664,358,Kayla,Ross,30-11-1963,1963,S,Female,kayla28@adventure-works.com,80000,5,Graduate Degree,Management,Yes,Kayla Ross,Yes,San Carlos
14665,40,Jesse,King,14-01-1975,1975,M,Male,jesse43@adventure-works.com,80000,4,Graduate Degree,Management,Yes,Jesse King,Yes,Warrnambool
14666,11,Louis,Gao,07-02-1980,1980,M,Male,louis9@adventure-works.com,90000,1,Graduate Degree,Management,No,Louis Gao,Yes,North Ryde
14667,35,Olivia,Alexander,17-01-1976,1976,M,Female,olivia64@adventure-works.com,80000,4,Graduate Degree,Management,Yes,Olivia Alexander,Yes,Melbourne
14668,18,Joe,Martin,01-09-1975,1975,M,Male,joe24@adventure-works.com,80000,4,Graduate Degree,Management,Yes,Joe Martin,Yes,Sydney
14669,7,Erika,Blanco,06-01-1976,1976,M,Female,erika13@adventure-works.com,80000,4,Graduate Degree,Management,Yes,Erika Blanco,Yes,Malabar
14670,5,Leslie,Gill,03-05-1974,1974,S,Female,leslie14@adventure-works.com,60000,2,Bachelors,Professional,Yes,Leslie Gill,Yes,Lane Cove
14671,6,Cristina,Lal,05-08-1978,1978,M,Female,cristina8@adventure-works.com,60000,2,Bachelors,Professional,Yes,Cristina Lal,Yes,Lavender Bay
14672,21,Omar,Nath,07-10-1974,1974,S,Male,omar39@adventure-works.com,110000,1,Graduate Degree,Management,Yes,Omar Nath,Yes,Caloundra
14673,22,Willie,Rai,21-12-1974,1974,M,Male,willie37@adventure-works.com,110000,1,Graduate Degree,Management,Yes,Willie Rai,Yes,East Brisbane
14674,39,Alexis,Williams,30-03-1973,1973,M,Female,alexis2@adventure-works.com,70000,5,Bachelors,Professional,Yes,Alexis Williams,Yes,Sunbury
14675,25,Brandi,Gomez,02-02-1973,1973,M,Female,brandi1@adventure-works.com,70000,5,Bachelors,Professional,No,Brandi Gomez,Yes,Hervey Bay
14676,4,Micah,Wang,25-07-1972,1972,S,Male,micah11@adventure-works.com,70000,5,Bachelors,Professional,Yes,Micah Wang,Yes,Goulburn
14677,13,Ross,Hernandez,06-10-1977,1977,S,Male,ross24@adventure-works.com,80000,5,Graduate Degree,Management,Yes,Ross Hernandez,Yes,Port Macquarie
14678,11,Shannon,Zheng,29-12-1971,1971,M,Female,shannon18@adventure-works.com,80000,5,Graduate Degree,Management,Yes,Shannon Zheng,Yes,North Ryde
14679,37,Natasha,Suarez,14-04-1972,1972,S,Female,natasha19@adventure-works.com,80000,5,Bachelors,Professional,Yes,Natasha Suarez,Yes,Seaford
14680,20,Marvin,Munoz,18-05-1972,1972,S,Male,marvin8@adventure-works.com,80000,5,Bachelors,Professional,Yes,Marvin Munoz,Yes,Brisbane
14681,24,Veronica,Chandra,30-09-1979,1979,S,Female,veronica2@adventure-works.com,70000,0,Bachelors,Professional,No,Veronica Chandra,No,Hawthorne
14682,36,Gail,Alexander,09-08-1979,1979,S,Female,gail5@adventure-works.com,70000,0,Bachelors,Professional,No,Gail Alexander,No,Melton
14683,28,Molly,Sai,26-05-1970,1970,M,Female,molly6@adventure-works.com,60000,3,Bachelors,Professional,Yes,Molly Sai,Yes,Cloverdale
14684,34,James,Zhang,13-06-1970,1970,M,Male,james39@adventure-works.com,60000,3,Bachelors,Professional,Yes,James Zhang,Yes,Geelong
14685,24,Lawrence,Ortega,16-03-1969,1969,S,Male,lawrence21@adventure-works.com,60000,3,Bachelors,Professional,No,Lawrence Ortega,Yes,Hawthorne
14686,17,Casey,Raje,12-06-1969,1969,M,Female,casey15@adventure-works.com,60000,3,Bachelors,Professional,Yes,Casey Raje,Yes,St. Leonards
14687,196,Olivia,Price,22-08-1979,1979,S,Female,olivia47@adventure-works.com,30000,0,Partial College,Clerical,Yes,Olivia Price,No,Paris
14688,132,Tabitha,Carlson,12-04-1986,1986,S,Female,tabitha39@adventure-works.com,20000,0,Partial High School,Manual,No,Tabitha Carlson,No,Hamburg
14689,207,Lloyd,Saunders,26-05-1986,1986,S,Female,lloyd0@adventure-works.com,20000,0,Partial High School,Manual,No,Lloyd Saunders,No,Chatou
14690,117,Drew,Rai,20-07-1985,1985,S,Male,drew19@adventure-works.com,20000,0,Partial High School,Manual,No,Drew Rai,No,Erlangen
14691,186,Derrick,Torres,12-05-1985,1985,M,Male,derrick11@adventure-works.com,30000,0,Partial College,Clerical,No,Derrick Torres,No,Dunkerque
14692,240,Nichole,Sharma,09-09-1983,1983,S,Female,nichole9@adventure-works.com,30000,0,Partial College,Clerical,No,Nichole Sharma,No,High Wycombe
14693,209,Robert,Parker,22-02-1984,1984,S,Male,robert44@adventure-works.com,30000,0,High School,Manual,No,Robert Parker,No,Versailles
14694,271,Haley,Parker,25-09-1978,1978,S,Female,haley47@adventure-works.com,30000,0,High School,Manual,Yes,Haley Parker,No,Warrington
14695,156,Russell,Andersen,19-03-1978,1978,S,Male,russell15@adventure-works.com,10000,0,Partial High School,Manual,No,Russell Andersen,No,Braunschweig
14696,119,Shawn,Anand,07-11-1977,1977,S,Male,shawn24@adventure-works.com,10000,0,Partial High School,Manual,No,Shawn Anand,No,Grevenbroich
14697,248,Nelson,Jimenez,09-08-1977,1977,S,Male,nelson5@adventure-works.com,20000,0,Partial High School,Manual,No,Nelson Jimenez,No,London
14698,166,Diane,Navarro,09-10-1984,1984,M,Female,diane15@adventure-works.com,40000,1,Bachelors,Skilled Manual,Yes,Diane Navarro,Yes,Frankfurt am Main
14699,150,Gerald,Munoz,17-04-1979,1979,M,Male,gerald15@adventure-works.com,40000,1,Bachelors,Skilled Manual,Yes,Gerald Munoz,Yes,München
14700,238,Edward,Edwards,21-05-1979,1979,M,Male,edward20@adventure-works.com,40000,1,Bachelors,Skilled Manual,Yes,Edward Edwards,Yes,Gateshead
14701,180,Maurizio,Macagno,18-09-1977,1977,S,Male,maurizio0@adventure-works.com,20000,0,Partial High School,Manual,No,Maurizio Macagno,No,Colomiers
14702,234,Curtis,Zimmerman,06-06-1978,1978,M,Male,curtis1@adventure-works.com,30000,0,High School,Manual,No,Curtis Zimmerman,No,Bury
14703,165,Clifford,Srini,30-11-1977,1977,S,Male,clifford8@adventure-works.com,30000,0,High School,Manual,No,Clifford Srini,No,Berlin
14704,188,Kara,Andersen,17-01-1977,1977,S,Female,kara12@adventure-works.com,10000,0,Partial High School,Manual,No,Kara Andersen,No,Roncq
14705,241,Riley,Wood,14-07-1977,1977,S,Female,riley2@adventure-works.com,40000,2,Partial College,Clerical,Yes,Riley Wood,Yes,Kirkby
14706,246,Kate,Jai,23-11-1977,1977,S,Female,kate9@adventure-works.com,40000,2,Partial College,Clerical,Yes,Kate Jai,Yes,London
14707,164,Tonya,Raje,25-04-1977,1977,S,Female,tonya13@adventure-works.com,10000,0,Partial High School,Manual,No,Tonya Raje,No,Berlin
14708,200,Evelyn,Kapoor,02-10-1976,1976,S,Female,evelyn1@adventure-works.com,20000,0,Partial High School,Manual,No,Evelyn Kapoor,No,Paris
14709,175,Ian,Martin,10-03-1982,1982,S,Male,ian14@adventure-works.com,30000,0,High School,Manual,No,Ian Martin,No,Saarlouis
14710,147,Lisa,Ma,23-08-1976,1976,S,Female,lisa19@adventure-works.com,30000,0,High School,Manual,No,Lisa Ma,No,Hamburg
14711,160,Deborah,Xu,30-04-1977,1977,S,Female,deborah9@adventure-works.com,30000,0,High School,Manual,Yes,Deborah Xu,No,Paderborn
14712,252,Eugene,Liu,21-05-1977,1977,S,Male,eugene8@adventure-works.com,30000,0,High School,Manual,No,Eugene Liu,No,London
14713,172,Jon,Ye,05-01-1976,1976,S,Male,jon29@adventure-works.com,40000,2,Partial College,Clerical,Yes,Jon Ye,Yes,Offenbach
14714,183,Meghan,Diaz,08-02-1976,1976,S,Female,meghan2@adventure-works.com,40000,2,Partial College,Clerical,Yes,Meghan Diaz,Yes,Orleans
14715,149,Erik,Munoz,16-11-1981,1981,M,Male,erik8@adventure-works.com,40000,2,Partial College,Clerical,No,Erik Munoz,Yes,Mühlheim
14716,184,Shannon,Zhou,28-05-1982,1982,S,Female,shannon9@adventure-works.com,40000,2,Partial College,Clerical,Yes,Shannon Zhou,Yes,Metz
14717,190,Abigail,Rivera,01-09-1976,1976,S,Female,abigail12@adventure-works.com,40000,2,Partial College,Clerical,Yes,Abigail Rivera,Yes,Villeneuve-d'Ascq
14718,155,Gregory,Raji,13-04-1977,1977,S,Male,gregory25@adventure-works.com,40000,2,Partial College,Clerical,Yes,Gregory Raji,Yes,Bottrop
14719,182,Ronnie,He,06-10-1975,1975,M,Male,ronnie16@adventure-works.com,40000,2,Partial College,Clerical,No,Ronnie He,Yes,Saint Ouen
14720,232,Naomi,Dominguez,01-01-1976,1976,S,Female,naomi13@adventure-works.com,40000,3,Partial College,Clerical,Yes,Naomi Dominguez,Yes,Birmingham
14721,633,Daniel,Jones,12-07-1985,1985,S,Male,daniel20@adventure-works.com,40000,3,Partial College,Clerical,Yes,Daniel Jones,Yes,Puyallup
14722,611,Sharon,Carson,25-06-1980,1980,S,Female,sharon20@adventure-works.com,40000,3,Partial College,Clerical,Yes,Sharon Carson,Yes,Bremerton
14723,54,Andrew,Smith,23-10-1980,1980,S,Male,andrew9@adventure-works.com,40000,4,Partial College,Clerical,Yes,Andrew Smith,Yes,N. Vancouver
14724,49,Dylan,Robinson,09-01-1972,1972,M,Male,dylan48@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Yes,Dylan Robinson,No,Cliffside
14725,69,Evan,Morgan,26-05-1972,1972,M,Male,evan14@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Yes,Evan Morgan,No,Victoria
14726,627,Zachary,Yang,31-12-1971,1971,S,Male,zachary25@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,No,Zachary Yang,No,Marysville
14727,545,Anna,Bryant,02-07-1977,1977,S,Female,anna43@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Yes,Anna Bryant,No,Milwaukie
14728,633,Elizabeth,Henderson,15-11-1982,1982,S,Female,elizabeth34@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Yes,Elizabeth Henderson,No,Puyallup
14729,298,Gloria,Rubio,04-07-1977,1977,S,Female,gloria21@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Yes,Gloria Rubio,No,Bellflower
14730,298,Jerry,Ferrier,14-02-1964,1964,M,Male,jerry22@adventure-works.com,20000,2,High School,Manual,No,Jerry Ferrier,Yes,Bellflower
14731,302,Seth,Brown,21-05-1964,1964,M,Male,seth4@adventure-works.com,30000,1,Bachelors,Skilled Manual,Yes,Seth Brown,Yes,Burlingame
14732,631,Trinity,Cook,20-05-1970,1970,M,Female,trinity18@adventure-works.com,30000,1,Bachelors,Skilled Manual,Yes,Trinity Cook,Yes,Olympia
14733,299,Clarence,Raji,26-08-1958,1958,M,Male,clarence35@adventure-works.com,30000,1,Bachelors,Skilled Manual,Yes,Clarence Raji,Yes,Berkeley
14734,539,Kevin,Edwards,07-11-1964,1964,M,Male,kevin38@adventure-works.com,30000,1,Bachelors,Skilled Manual,Yes,Kevin Edwards,Yes,Corvallis
14735,546,Maria,Rogers,09-04-1959,1959,M,Female,maria3@adventure-works.com,30000,1,Partial College,Clerical,Yes,Maria Rogers,Yes,Oregon City
14736,536,Jack,Roberts,08-11-1959,1959,M,Male,jack39@adventure-works.com,20000,3,Partial High School,Manual,No,Jack Roberts,Yes,Beaverton
14737,609,Dominic,Srini,17-11-1959,1959,S,Male,dominic8@adventure-works.com,20000,3,Partial High School,Clerical,Yes,Dominic Srini,Yes,Bellingham
14738,326,Ethan,Garcia,12-09-1959,1959,M,Male,ethan52@adventure-works.com,40000,1,Partial College,Clerical,Yes,Ethan Garcia,Yes,Grossmont
14739,331,Charles,Gonzalez,25-03-1960,1960,M,Male,charles37@adventure-works.com,40000,1,Partial College,Clerical,Yes,Charles Gonzalez,Yes,La Jolla
14740,334,Jenna,Scott,19-03-1965,1965,M,Female,jenna13@adventure-works.com,40000,1,Partial College,Clerical,Yes,Jenna Scott,Yes,Lakewood
14741,383,Emma,Cooper,31-01-1960,1960,M,Female,emma35@adventure-works.com,40000,1,Partial College,Clerical,Yes,Emma Cooper,Yes,West Covina
14742,336,Andrea,Howard,15-01-1961,1961,M,Female,andrea12@adventure-works.com,40000,1,Partial College,Clerical,Yes,Andrea Howard,Yes,Lincoln Acres
14743,638,Nathan,Turner,21-02-1966,1966,M,Male,nathan34@adventure-works.com,40000,1,Partial College,Clerical,Yes,Nathan Turner,Yes,Sedro Woolley
14744,612,Elijah,Yang,22-02-1961,1961,M,Male,elijah1@adventure-works.com,40000,1,Partial College,Clerical,Yes,Elijah Yang,Yes,Burien
14745,49,Luke,Hall,17-09-1960,1960,M,Male,luke51@adventure-works.com,40000,1,Partial College,Clerical,Yes,Luke Hall,Yes,Cliffside
14746,374,Courtney,Nelson,02-10-1960,1960,M,Female,courtney7@adventure-works.com,40000,1,Partial College,Clerical,Yes,Courtney Nelson,Yes,Torrance
14747,331,Aidan,Wood,12-11-1966,1966,M,Male,aidan2@adventure-works.com,40000,1,Partial College,Clerical,Yes,Aidan Wood,Yes,La Jolla
14748,329,Don,Roessler,06-03-1967,1967,M,Male,don7@adventure-works.com,40000,1,Partial College,Clerical,Yes,Don Roessler,Yes,Imperial Beach
14749,301,Jose,Jenkins,24-04-1967,1967,M,Male,jose30@adventure-works.com,40000,1,Partial College,Clerical,Yes,Jose Jenkins,Yes,Burbank
14750,347,Mary,Green,05-05-1962,1962,M,Female,mary28@adventure-works.com,40000,1,Partial College,Clerical,Yes,Mary Green,Yes,Novato
14751,648,Gabrielle,Price,05-11-1961,1961,M,Female,gabrielle22@adventure-works.com,40000,1,Partial College,Clerical,Yes,Gabrielle Price,Yes,Yakima
14752,300,Seth,Turner,11-05-1963,1963,M,Male,seth41@adventure-works.com,40000,1,Partial College,Clerical,Yes,Seth Turner,Yes,Beverly Hills
14753,539,Austin,Foster,20-09-1979,1979,M,Male,austin12@adventure-works.com,40000,1,Partial College,Clerical,Yes,Austin Foster,Yes,Corvallis
14754,609,Grant,Pal,17-05-1963,1963,M,Male,grant14@adventure-works.com,40000,1,Partial College,Clerical,Yes,Grant Pal,Yes,Bellingham
14755,302,Robert,Davis,21-05-1963,1963,M,Male,robert64@adventure-works.com,40000,1,Partial College,Clerical,Yes,Robert Davis,Yes,Burlingame
14756,331,Charles,Reed,12-11-1962,1962,M,Male,charles68@adventure-works.com,40000,1,Partial College,Clerical,Yes,Charles Reed,Yes,La Jolla
14757,361,Elizabeth,Garcia,30-12-1967,1967,M,Female,elizabeth20@adventure-works.com,40000,1,Partial College,Clerical,Yes,Elizabeth Garcia,Yes,San Gabriel
14758,325,Victoria,Long,22-05-1969,1969,S,Female,victoria57@adventure-works.com,80000,4,Graduate Degree,Skilled Manual,Yes,Victoria Long,Yes,Glendale
14759,368,Madison,Davis,09-09-1963,1963,S,Female,madison5@adventure-works.com,80000,4,Graduate Degree,Skilled Manual,Yes,Madison Davis,Yes,Santa Cruz
14760,68,Zachary,Lewis,10-06-1964,1964,M,Male,zachary28@adventure-works.com,80000,4,Graduate Degree,Skilled Manual,Yes,Zachary Lewis,Yes,Vancouver
14761,361,Morgan,Kelly,21-09-1969,1969,S,Female,morgan68@adventure-works.com,80000,4,Graduate Degree,Skilled Manual,Yes,Morgan Kelly,Yes,San Gabriel
14762,300,Adriana,Perez,07-02-1964,1964,S,Female,adriana22@adventure-works.com,80000,4,Graduate Degree,Skilled Manual,Yes,Adriana Perez,Yes,Beverly Hills
14763,536,George,Arun,10-05-1964,1964,S,Male,george12@adventure-works.com,80000,4,Graduate Degree,Skilled Manual,Yes,George Arun,Yes,Beaverton
14764,345,Xavier,Scott,02-03-1965,1965,S,Male,xavier27@adventure-works.com,60000,4,Graduate Degree,Skilled Manual,Yes,Xavier Scott,Yes,Newport Beach
14765,71,Kevin,Nelson,15-08-1964,1964,M,Male,kevin47@adventure-works.com,60000,4,Graduate Degree,Skilled Manual,Yes,Kevin Nelson,Yes,Westminster
14766,223,Curtis,Xu,21-08-1973,1973,S,Male,curtis10@adventure-works.com,20000,1,Partial College,Manual,No,Curtis Xu,Yes,Saint-Denis
14767,157,Stacy,Blanco,15-02-1974,1974,S,Female,stacy16@adventure-works.com,20000,1,Partial College,Manual,No,Stacy Blanco,Yes,Hannover
14768,175,Ian,Kelly,18-12-1929,1929,M,Male,ian67@adventure-works.com,10000,4,Partial College,Manual,No,Ian Kelly,Yes,Saarlouis
14769,160,Jessica,Powell,15-03-1974,1974,M,Female,jessica33@adventure-works.com,30000,1,Bachelors,Clerical,Yes,Jessica Powell,Yes,Paderborn
14770,229,Melvin,Andersen,02-06-1979,1979,M,Male,melvin11@adventure-works.com,30000,1,Bachelors,Clerical,Yes,Melvin Andersen,Yes,Berks
14771,249,Heidi,Vance,20-02-1974,1974,M,Female,heidi6@adventure-works.com,30000,1,Bachelors,Clerical,Yes,Heidi Vance,Yes,London
14772,118,Stacy,Torres,22-04-1974,1974,M,Female,stacy12@adventure-works.com,30000,1,Bachelors,Clerical,Yes,Stacy Torres,Yes,Frankfurt
14773,190,Noah,Ross,25-10-1973,1973,M,Male,noah0@adventure-works.com,40000,0,Graduate Degree,Clerical,Yes,Noah Ross,No,Villeneuve-d'Ascq
14774,143,Max,Ferrier,14-09-1973,1973,S,Male,max8@adventure-works.com,40000,0,Graduate Degree,Clerical,Yes,Max Ferrier,No,Bonn
14775,147,Bonnie,Xie,11-05-1985,1985,M,Female,bonnie8@adventure-works.com,40000,0,Graduate Degree,Clerical,Yes,Bonnie Xie,No,Hamburg
14776,246,Ronald,Arthur,21-01-1979,1979,M,Male,ronald8@adventure-works.com,40000,0,Graduate Degree,Clerical,Yes,Ronald Arthur,No,London
14777,267,Kayla,Jenkins,07-10-1973,1973,M,Female,kayla31@adventure-works.com,40000,0,Bachelors,Clerical,Yes,Kayla Jenkins,No,Runcorn
14778,242,Renee,Jimenez,18-12-1972,1972,S,Female,renee5@adventure-works.com,10000,3,Partial High School,Manual,Yes,Renee Jimenez,Yes,Lancaster
14779,222,Henry,Fernandez,08-03-1978,1978,S,Male,henry17@adventure-works.com,10000,3,Partial High School,Manual,Yes,Henry Fernandez,Yes,Pantin
14780,188,Tabitha,Alonso,30-01-1973,1973,S,Female,tabitha28@adventure-works.com,10000,4,Partial High School,Manual,Yes,Tabitha Alonso,Yes,Roncq
14781,161,Robert,Butler,31-10-1972,1972,S,Male,robert27@adventure-works.com,20000,1,Partial College,Manual,No,Robert Butler,Yes,Solingen
14782,160,Michael,Lewis,15-04-1973,1973,S,Male,michael53@adventure-works.com,20000,1,Partial College,Manual,No,Michael Lewis,Yes,Paderborn
14783,248,Cristina,Shan,22-07-1978,1978,S,Female,cristina10@adventure-works.com,20000,1,Partial College,Manual,No,Cristina Shan,Yes,London
14784,263,Victor,Dominguez,03-06-1973,1973,S,Male,victor13@adventure-works.com,30000,1,Bachelors,Clerical,No,Victor Dominguez,Yes,Oxford
14785,208,Gavin,Patterson,07-09-1972,1972,S,Male,gavin10@adventure-works.com,30000,1,Bachelors,Clerical,No,Gavin Patterson,Yes,Saint Germain en Laye
14786,117,Tristan,Jenkins,08-08-1978,1978,M,Male,tristan7@adventure-works.com,30000,1,Bachelors,Clerical,Yes,Tristan Jenkins,Yes,Erlangen
14787,232,Tabitha,Smith,18-12-1971,1971,S,Female,tabitha6@adventure-works.com,20000,1,High School,Manual,No,Tabitha Smith,Yes,Birmingham
14788,201,Gerald,Rana,17-06-1972,1972,S,Male,gerald41@adventure-works.com,20000,1,High School,Manual,No,Gerald Rana,Yes,Paris
14789,170,Rosa,Zhang,01-04-1972,1972,S,Female,rosa0@adventure-works.com,20000,2,High School,Manual,Yes,Rosa Zhang,Yes,Münster
14790,211,Terry,Tang,08-08-1972,1972,M,Male,terry7@adventure-works.com,40000,0,Bachelors,Clerical,Yes,Terry Tang,No,Les Ulis
14791,195,Ashlee,Deng,29-10-1972,1972,M,Female,ashlee8@adventure-works.com,40000,0,Bachelors,Clerical,Yes,Ashlee Deng,No,Paris
14792,235,Jerome,Rubio,12-08-1978,1978,M,Male,jerome20@adventure-works.com,40000,0,Bachelors,Clerical,Yes,Jerome Rubio,No,Cambridge
14793,245,Clayton,Nath,18-12-1972,1972,S,Male,clayton36@adventure-works.com,40000,0,Bachelors,Clerical,Yes,Clayton Nath,No,London
14794,263,Gilbert,Becker,09-08-1978,1978,M,Male,gilbert40@adventure-works.com,40000,0,Bachelors,Clerical,Yes,Gilbert Becker,No,Oxford
14795,129,Crystal,Gao,03-09-1971,1971,M,Female,crystal16@adventure-works.com,30000,1,Bachelors,Skilled Manual,Yes,Crystal Gao,Yes,Duesseldorf
14796,196,Michael,Miller,05-01-1976,1976,S,Male,michael38@adventure-works.com,10000,4,Partial High School,Manual,Yes,Michael Miller,Yes,Paris
14797,149,Steve,Gao,05-01-1976,1976,S,Male,steve17@adventure-works.com,10000,4,Partial High School,Manual,Yes,Steve Gao,Yes,Mühlheim
14798,185,Colleen,Nara,15-02-1971,1971,S,Female,colleen39@adventure-works.com,10000,4,Partial High School,Manual,Yes,Colleen Nara,Yes,Croix
14799,260,Katie,Xu,11-08-1976,1976,S,Female,katie7@adventure-works.com,20000,2,High School,Manual,Yes,Katie Xu,Yes,Milton Keynes
14800,161,Abby,Arthur,03-07-1970,1970,M,Female,abby5@adventure-works.com,30000,1,Bachelors,Skilled Manual,Yes,Abby Arthur,Yes,Solingen
14801,131,Riley,Simmons,14-08-1969,1969,M,Female,riley13@adventure-works.com,10000,3,Partial High School,Manual,No,Riley Simmons,Yes,Frankfurt
14802,211,Audrey,Moreno,19-03-1970,1970,S,Female,audrey7@adventure-works.com,20000,2,High School,Manual,Yes,Audrey Moreno,Yes,Les Ulis
14803,147,Stacy,Martin,05-12-1969,1969,S,Female,stacy1@adventure-works.com,20000,3,High School,Manual,Yes,Stacy Martin,Yes,Hamburg
14804,239,Martha,Zhou,01-10-1979,1979,S,Female,martha8@adventure-works.com,10000,3,Partial High School,Manual,Yes,Martha Zhou,Yes,Gloucestershire
14805,172,Kari,Garcia,18-06-1974,1974,S,Female,kari15@adventure-works.com,10000,3,Partial High School,Manual,Yes,Kari Garcia,Yes,Offenbach
14806,245,Damien,Jai,03-05-1974,1974,S,Male,damien27@adventure-works.com,10000,3,Partial High School,Manual,Yes,Damien Jai,Yes,London
14807,211,Brenda,Martinez,04-08-1968,1968,S,Female,brenda21@adventure-works.com,10000,4,Partial High School,Manual,Yes,Brenda Martinez,Yes,Les Ulis
14808,252,Cynthia,Prasad,15-03-1980,1980,S,Female,cynthia14@adventure-works.com,10000,4,Partial High School,Manual,Yes,Cynthia Prasad,Yes,London
14809,239,Max,Suarez,01-10-1979,1979,S,Male,max17@adventure-works.com,20000,3,High School,Manual,Yes,Max Suarez,Yes,Gloucestershire
14810,196,Russell,Anand,25-05-1972,1972,M,Male,russell25@adventure-works.com,40000,0,Bachelors,Professional,Yes,Russell Anand,No,Paris
14811,158,Molly,Sanchez,19-02-1972,1972,M,Female,molly19@adventure-works.com,40000,0,Bachelors,Professional,Yes,Molly Sanchez,No,Leipzig
14812,238,Hunter,Henderson,14-11-1971,1971,M,Male,hunter1@adventure-works.com,40000,0,Bachelors,Professional,Yes,Hunter Henderson,No,Gateshead
14813,187,Madison,Hayes,29-10-1968,1968,S,Female,madison34@adventure-works.com,20000,4,High School,Manual,Yes,Madison Hayes,Yes,Lille
14814,235,Christine,Jai,18-01-1969,1969,S,Female,christine6@adventure-works.com,30000,2,Partial College,Clerical,Yes,Christine Jai,Yes,Cambridge
14815,236,Isabella,Gonzales,14-12-1976,1976,M,Female,isabella27@adventure-works.com,40000,1,Bachelors,Skilled Manual,Yes,Isabella Gonzales,Yes,Cheltenham
14816,241,Katherine,Lewis,20-10-1976,1976,M,Female,katherine92@adventure-works.com,40000,1,Bachelors,Skilled Manual,Yes,Katherine Lewis,Yes,Kirkby
14817,243,Anna,Washington,12-03-1982,1982,M,Female,anna38@adventure-works.com,40000,1,Bachelors,Skilled Manual,Yes,Anna Washington,Yes,Leeds
14818,215,Diane,Ruiz,23-11-1969,1969,S,Female,diane7@adventure-works.com,30000,2,Partial College,Clerical,Yes,Diane Ruiz,Yes,Colombes
14819,128,Dana,Ruiz,07-12-1969,1969,M,Female,dana18@adventure-works.com,30000,2,Partial College,Clerical,No,Dana Ruiz,Yes,Dresden
14820,244,Drew,Bhat,31-08-1975,1975,M,Male,drew21@adventure-works.com,40000,1,Bachelors,Skilled Manual,Yes,Drew Bhat,Yes,London
14821,269,Maurice,Raje,06-10-1969,1969,M,Male,maurice15@adventure-works.com,40000,1,Bachelors,Skilled Manual,Yes,Maurice Raje,Yes,Stoke-on-Trent
14822,127,Jessica,Martin,24-03-1969,1969,S,Female,jessica62@adventure-works.com,30000,3,Partial College,Clerical,Yes,Jessica Martin,Yes,Darmstadt
14823,127,Nelson,Harrison,26-06-1969,1969,S,Male,nelson9@adventure-works.com,30000,3,Partial College,Clerical,Yes,Nelson Harrison,Yes,Darmstadt
14824,117,Miguel,Baker,13-11-1974,1974,S,Male,miguel33@adventure-works.com,30000,3,Partial College,Clerical,Yes,Miguel Baker,Yes,Erlangen
14825,170,Rebekah,Alonso,31-08-1982,1982,S,Female,rebekah28@adventure-works.com,20000,0,High School,Manual,No,Rebekah Alonso,No,Münster
14826,221,Stefanie,Lopez,13-02-1985,1985,M,Female,stefanie14@adventure-works.com,20000,4,High School,Manual,No,Stefanie Lopez,Yes,Drancy
14827,174,Ernest,Xu,01-10-1984,1984,S,Male,ernest12@adventure-works.com,30000,3,Partial College,Clerical,Yes,Ernest Xu,Yes,Saarbrücken
14828,176,Hector,Muñoz,08-03-1985,1985,S,Male,hector5@adventure-works.com,30000,3,Partial College,Clerical,Yes,Hector Muñoz,Yes,Stuttgart
14829,211,Gina,Vazquez,15-07-1983,1983,S,Female,gina15@adventure-works.com,30000,3,Partial College,Clerical,Yes,Gina Vazquez,Yes,Les Ulis
14830,175,Isabella,Ward,09-08-1974,1974,M,Female,isabella2@adventure-works.com,40000,1,Bachelors,Skilled Manual,Yes,Isabella Ward,Yes,Saarlouis
14831,231,Gilbert,Xie,05-08-1968,1968,M,Male,gilbert24@adventure-works.com,40000,1,Bachelors,Skilled Manual,Yes,Gilbert Xie,Yes,Billericay
14832,232,Barry,Rana,30-04-1980,1980,M,Male,barry12@adventure-works.com,40000,1,Bachelors,Skilled Manual,Yes,Barry Rana,Yes,Birmingham
14833,241,Riley,Hayes,11-12-1967,1967,S,Female,riley19@adventure-works.com,30000,1,Partial College,Clerical,Yes,Riley Hayes,Yes,Kirkby
14834,133,Ebony,Jimenez,07-09-1983,1983,S,Female,ebony28@adventure-works.com,30000,4,Partial College,Clerical,Yes,Ebony Jimenez,Yes,Kassel
14835,151,Melody,Saunders,01-03-1984,1984,S,Female,melody20@adventure-works.com,30000,4,Partial College,Clerical,Yes,Melody Saunders,Yes,Paderborn
14836,230,Peter,Chander,04-10-1983,1983,M,Male,peter20@adventure-works.com,30000,4,Partial College,Clerical,No,Peter Chander,Yes,Berkshire
